cell_id	new_cluster_name
Cell_14001	MG3
Cell_14002	MG3
Cell_14003	MG6
Cell_14004	MG5
Cell_14005	MG3
Cell_14006	MG1
Cell_14007	MG1
Cell_14009	MG3
Cell_14010	MG1
Cell_14011	MG3
Cell_14012	MG1
Cell_14013	MG3
Cell_14014	MG3
Cell_14015	MG1
Cell_14016	MG4
Cell_14017	MG2
Cell_14018	MG1
Cell_14019	MG4
Cell_14020	MG1
Cell_14021	MG5
Cell_14022	MG2
Cell_14023	MG5
Cell_14024	MG1
Cell_14025	MG2
Cell_14026	MG6
Cell_14027	MG4
Cell_14028	MG2
Cell_14029	MG1
Cell_14030	MG1
Cell_14031	MG2
Cell_14032	MG2
Cell_14033	MG2
Cell_14034	MG1
Cell_14035	MG3
Cell_14036	MG3
Cell_14037	MG1
Cell_14038	MG1
Cell_14039	MG6
Cell_14040	MG1
Cell_14041	MG4
Cell_14042	MG3
Cell_14043	MG1
Cell_14044	MG1
Cell_14045	MG1
Cell_14046	MG2
Cell_14047	MG3
Cell_14048	MG1
Cell_14049	MG5
Cell_14050	MG1
Cell_14051	MG6
Cell_14052	MG1
Cell_14053	MG6
Cell_14054	MG1
Cell_14055	MG3
Cell_14056	MG3
Cell_14057	MG2
Cell_14058	MG1
Cell_14059	MG2
Cell_14060	MG1
Cell_14061	MG1
Cell_14062	MG2
Cell_14064	MG2
Cell_14065	MG1
Cell_14066	MG2
Cell_14067	MG5
Cell_14068	MG2
Cell_14069	MG1
Cell_14070	MG1
Cell_14071	MG4
Cell_14072	MG1
Cell_14073	MG1
Cell_14074	MG6
Cell_14075	MG1
Cell_14076	MG2
Cell_14077	MG4
Cell_14078	MG1
Cell_14079	MG1
Cell_14080	MG1
Cell_14081	MG1
Cell_14082	MG6
Cell_14083	MG1
Cell_14084	MG4
Cell_14085	MG2
Cell_14086	MG1
Cell_14087	MG2
Cell_14088	MG1
Cell_14089	MG1
Cell_14090	MG2
Cell_14091	MG1
Cell_14092	MG3
Cell_14093	MG1
Cell_14094	MG3
Cell_14095	MG1
Cell_14096	MG2
Cell_14097	MG1
Cell_14098	MG1
Cell_14099	MG1
Cell_14100	MG3
Cell_14101	MG2
Cell_14102	MG4
Cell_14103	MG3
Cell_14104	MG1
Cell_14105	MG2
Cell_14106	MG5
Cell_14107	MG1
Cell_14108	MG2
Cell_14109	MG3
Cell_14110	MG4
Cell_14111	MG1
Cell_14112	MG1
Cell_14113	MG1
Cell_14114	MG3
Cell_14115	MG1
Cell_14116	MG2
Cell_14117	MG1
Cell_14118	MG4
Cell_14119	MG3
Cell_14120	MG6
Cell_14121	MG1
Cell_14122	MG1
Cell_14123	MG2
Cell_14124	MG1
Cell_14125	MG1
Cell_14126	MG5
Cell_14127	MG5
Cell_14128	MG1
Cell_14129	MG2
Cell_14130	MG4
Cell_14131	MG1
Cell_14132	MG2
Cell_14133	MG3
Cell_14134	MG1
Cell_14135	MG1
Cell_14136	MG1
Cell_14137	MG3
Cell_14138	MG1
Cell_14139	MG3
Cell_14140	MG1
Cell_14141	MG2
Cell_14142	MG4
Cell_14143	MG1
Cell_14144	MG1
Cell_14145	MG1
Cell_14146	MG3
Cell_14147	MG4
Cell_14148	MG4
Cell_14149	MG4
Cell_14150	MG1
Cell_14151	MG1
Cell_14152	MG2
Cell_14153	MG1
Cell_14154	MG2
Cell_14155	MG3
Cell_14156	MG6
Cell_14157	MG4
Cell_14158	MG1
Cell_14159	MG3
Cell_14160	MG2
Cell_14161	MG1
Cell_14162	MG2
Cell_14163	MG2
Cell_14164	MG1
Cell_14165	MG2
Cell_14166	MG1
Cell_14167	MG2
Cell_14168	MG1
Cell_14169	MG1
Cell_14170	MG5
Cell_14171	MG1
Cell_14172	MG1
Cell_14173	MG1
Cell_14174	MG1
Cell_14175	MG1
Cell_14176	MG1
Cell_14177	MG1
Cell_14178	MG3
Cell_14179	MG3
Cell_14180	MG3
Cell_14181	MG6
Cell_14182	MG3
Cell_14183	MG3
Cell_14184	MG1
Cell_14185	MG3
Cell_14186	MG2
Cell_14187	MG3
Cell_14188	MG1
Cell_14189	MG1
Cell_14190	MG1
Cell_14191	MG1
Cell_14192	MG2
Cell_14193	MG4
Cell_14194	MG3
Cell_14195	MG3
Cell_14196	MG1
Cell_14197	MG1
Cell_14198	MG2
Cell_14199	MG1
Cell_14200	MG1
Cell_14201	MG2
Cell_14202	MG1
Cell_14203	MG1
Cell_14204	MG3
Cell_14205	MG1
Cell_14206	MG1
Cell_14207	MG3
Cell_14208	MG1
Cell_14209	MG3
Cell_14210	MG3
Cell_14211	MG6
Cell_14212	MG3
Cell_14213	MG2
Cell_14214	MG1
Cell_14215	MG3
Cell_14216	MG6
Cell_14217	MG2
Cell_14218	MG5
Cell_14219	MG1
Cell_14220	MG1
Cell_14221	MG3
Cell_14222	MG2
Cell_14223	MG1
Cell_14224	MG3
Cell_14225	MG2
Cell_14226	MG1
Cell_14227	MG5
Cell_14228	MG3
Cell_14229	MG1
Cell_14230	MG3
Cell_14231	MG6
Cell_14232	MG3
Cell_14233	MG5
Cell_14234	MG1
Cell_14235	MG6
Cell_14236	MG6
Cell_14237	MG1
Cell_14238	MG1
Cell_14239	MG1
Cell_14240	MG3
Cell_14242	MG4
Cell_14243	MG2
Cell_14244	MG1
Cell_14245	MG2
Cell_14246	MG1
Cell_14247	MG4
Cell_14248	MG2
Cell_14249	MG1
Cell_14250	MG2
Cell_14251	MG1
Cell_14252	MG3
Cell_14253	MG3
Cell_14254	MG3
Cell_14255	MG1
Cell_14256	MG2
Cell_14257	MG3
Cell_14258	MG2
Cell_14259	MG4
Cell_14260	MG1
Cell_14261	MG1
Cell_14262	MG3
Cell_14263	MG6
Cell_14264	MG6
Cell_14265	MG1
Cell_14266	MG3
Cell_14267	MG1
Cell_14268	MG1
Cell_14269	MG1
Cell_14270	MG3
Cell_14271	MG1
Cell_14272	MG2
Cell_14273	MG1
Cell_14274	MG1
Cell_14275	MG3
Cell_14276	MG3
Cell_14277	MG6
Cell_14278	MG2
Cell_14279	MG6
Cell_14280	MG1
Cell_14281	MG2
Cell_14282	MG1
Cell_14283	MG3
Cell_14284	MG1
Cell_14285	MG3
Cell_14286	MG3
Cell_14287	MG1
Cell_14288	MG6
Cell_14289	MG2
Cell_14290	MG3
Cell_14291	MG2
Cell_14292	MG1
Cell_14293	MG3
Cell_14294	MG4
Cell_14295	MG1
Cell_14296	MG1
Cell_14297	MG2
Cell_14298	MG2
Cell_14299	MG2
Cell_14300	MG2
Cell_14301	MG1
Cell_14302	MG3
Cell_14303	MG1
Cell_14304	MG1
Cell_14305	MG4
Cell_14306	MG3
Cell_14307	MG2
Cell_14308	MG5
Cell_14309	MG1
Cell_14310	MG2
Cell_14311	MG1
Cell_14312	MG1
Cell_14313	MG1
Cell_14314	MG1
Cell_14315	MG2
Cell_14316	MG3
Cell_14317	MG1
Cell_14318	MG5
Cell_14319	MG4
Cell_14320	MG1
Cell_14321	MG6
Cell_14322	MG1
Cell_14323	MG3
Cell_14324	MG2
Cell_14325	MG1
Cell_14326	MG3
Cell_14327	MG1
Cell_14328	MG1
Cell_14329	MG1
Cell_14330	MG1
Cell_14331	MG1
Cell_14332	MG2
Cell_14333	MG1
Cell_14334	MG6
Cell_14335	MG6
Cell_14336	MG1
Cell_14337	MG1
Cell_14338	MG2
Cell_14339	MG4
Cell_14340	MG1
Cell_14341	MG4
Cell_14342	MG3
Cell_14343	MG4
Cell_14344	MG6
Cell_14345	MG2
Cell_14346	MG3
Cell_14347	MG2
Cell_14348	MG2
Cell_14349	MG6
Cell_14350	MG1
Cell_14351	MG2
Cell_14352	MG1
Cell_14353	MG1
Cell_14354	MG2
Cell_14355	MG5
Cell_14356	MG2
Cell_14357	MG2
Cell_14358	MG2
Cell_14359	MG5
Cell_14360	MG1
Cell_14361	MG1
Cell_14362	MG4
Cell_14363	MG1
Cell_14364	MG1
Cell_14365	MG6
Cell_14366	MG1
Cell_14367	MG3
Cell_14368	MG5
Cell_14369	MG3
Cell_14370	MG3
Cell_14371	MG3
Cell_14372	MG1
Cell_14373	MG1
Cell_14374	MG1
Cell_14375	MG1
Cell_14376	MG2
Cell_14377	MG5
Cell_14378	MG3
Cell_14379	MG3
Cell_14380	MG3
Cell_14381	MG3
Cell_14382	MG1
Cell_14383	MG1
Cell_14384	MG2
Cell_14385	MG2
Cell_14386	MG2
Cell_14387	MG1
Cell_14388	MG2
Cell_14389	MG5
Cell_14390	MG4
Cell_14391	MG1
Cell_14392	MG3
Cell_14393	MG4
Cell_14394	MG3
Cell_14395	MG3
Cell_14396	MG3
Cell_14397	MG1
Cell_14398	MG1
Cell_14399	MG6
Cell_14400	MG1
Cell_14401	MG1
Cell_14402	MG1
Cell_14403	MG1
Cell_14404	MG2
Cell_14405	MG1
Cell_14406	MG1
Cell_14408	MG3
Cell_14409	MG1
Cell_14410	MG1
Cell_14411	MG1
Cell_14412	MG3
Cell_14413	MG1
Cell_14414	MG1
Cell_14415	MG1
Cell_14416	MG3
Cell_14417	MG5
Cell_14418	MG2
Cell_14419	MG3
Cell_14420	MG3
Cell_14421	MG6
Cell_14422	MG3
Cell_14423	MG2
Cell_14424	MG1
Cell_14425	MG3
Cell_14426	MG1
Cell_14427	MG1
Cell_14428	MG3
Cell_14429	MG1
Cell_14430	MG2
Cell_14431	MG3
Cell_14432	MG6
Cell_14433	MG1
Cell_14434	MG1
Cell_14435	MG1
Cell_14436	MG3
Cell_14437	MG1
Cell_14438	MG1
Cell_14439	MG2
Cell_14440	MG6
Cell_14441	MG1
Cell_14442	MG4
Cell_14443	MG2
Cell_14444	MG1
Cell_14445	MG2
Cell_14446	MG4
Cell_14447	MG1
Cell_14448	MG6
Cell_14449	MG5
Cell_14450	MG3
Cell_14451	MG3
Cell_14452	MG2
Cell_14453	MG3
Cell_14454	MG3
Cell_14455	MG1
Cell_14456	MG1
Cell_14457	MG1
Cell_14458	MG1
Cell_14459	MG1
Cell_14460	MG1
Cell_14461	MG4
Cell_14462	MG2
Cell_14463	MG2
Cell_14464	MG3
Cell_14465	MG1
Cell_14466	MG2
Cell_14467	MG3
Cell_14468	MG1
Cell_14469	MG1
Cell_14470	MG4
Cell_14471	MG1
Cell_14472	MG6
Cell_14473	MG1
Cell_14474	MG3
Cell_14475	MG1
Cell_14476	MG3
Cell_14477	MG1
Cell_14478	MG3
Cell_14479	MG1
Cell_14480	MG1
Cell_14481	MG6
Cell_14482	MG2
Cell_14483	MG1
Cell_14484	MG2
Cell_14485	MG1
Cell_14486	MG1
Cell_14487	MG5
Cell_14488	MG1
Cell_14489	MG3
Cell_14490	MG1
Cell_14491	MG2
Cell_14492	MG1
Cell_14493	MG6
Cell_14494	MG1
Cell_14495	MG2
Cell_14496	MG2
Cell_14497	MG6
Cell_14498	MG2
Cell_14499	MG1
Cell_14500	MG6
Cell_14501	MG1
Cell_14502	MG2
Cell_14503	MG3
Cell_14504	MG4
Cell_14505	MG2
Cell_14506	MG2
Cell_14507	MG3
Cell_14508	MG3
Cell_14509	MG1
Cell_14510	MG2
Cell_14511	MG2
Cell_14512	MG1
Cell_14513	MG3
Cell_14514	MG3
Cell_14515	MG2
Cell_14516	MG1
Cell_14517	MG4
Cell_14518	MG1
Cell_14519	MG4
Cell_14520	MG1
Cell_14521	MG1
Cell_14522	MG1
Cell_14523	MG2
Cell_14524	MG3
Cell_14525	MG2
Cell_14526	MG1
Cell_14527	MG1
Cell_14528	MG1
Cell_14529	MG3
Cell_14530	MG2
Cell_14531	MG6
Cell_14532	MG5
Cell_14533	MG2
Cell_14534	MG3
Cell_14535	MG2
Cell_14536	MG2
Cell_14537	MG1
Cell_14538	MG3
Cell_14539	MG1
Cell_14540	MG1
Cell_14541	MG3
Cell_14542	MG1
Cell_14543	MG1
Cell_14544	MG3
Cell_14545	MG1
Cell_14546	MG1
Cell_14547	MG6
Cell_14548	MG1
Cell_14549	MG1
Cell_14550	MG1
Cell_14551	MG1
Cell_14552	MG3
Cell_14553	MG1
Cell_14554	MG4
Cell_14555	MG1
Cell_14556	MG1
Cell_14557	MG3
Cell_14558	MG3
Cell_14559	MG1
Cell_14560	MG1
Cell_14561	MG2
Cell_14562	MG3
Cell_14563	MG4
Cell_14564	MG1
Cell_14565	MG4
Cell_14566	MG2
Cell_14568	MG4
Cell_14569	MG1
Cell_14570	MG1
Cell_14571	MG1
Cell_14572	MG2
Cell_14573	MG1
Cell_14574	MG1
Cell_14575	MG1
Cell_14576	MG2
Cell_14577	MG1
Cell_14578	MG1
Cell_14579	MG1
Cell_14580	MG1
Cell_14581	MG5
Cell_14582	MG1
Cell_14583	MG1
Cell_14584	MG6
Cell_14585	MG1
Cell_14586	MG2
Cell_14587	MG3
Cell_14588	MG1
Cell_14589	MG4
Cell_14590	MG1
Cell_14591	MG1
Cell_14592	MG1
Cell_14593	MG4
Cell_14594	MG1
Cell_14595	MG4
Cell_14596	MG1
Cell_14597	MG3
Cell_14598	MG1
Cell_14599	MG3
Cell_14600	MG5
Cell_14601	MG1
Cell_14602	MG2
Cell_14603	MG1
Cell_14604	MG3
Cell_14605	MG2
Cell_14606	MG3
Cell_14607	MG2
Cell_14608	MG4
Cell_14609	MG1
Cell_14610	MG2
Cell_14611	MG2
Cell_14612	MG6
Cell_14613	MG2
Cell_14614	MG1
Cell_14615	MG1
Cell_14616	MG3
Cell_14617	MG1
Cell_14618	MG2
Cell_14619	MG2
Cell_14620	MG3
Cell_14621	MG1
Cell_14622	MG1
Cell_14623	MG1
Cell_14624	MG1
Cell_14625	MG1
Cell_14626	MG2
Cell_14627	MG1
Cell_14628	MG1
Cell_14629	MG1
Cell_14630	MG6
Cell_14631	MG5
Cell_14632	MG1
Cell_14633	MG3
Cell_14634	MG6
Cell_14635	MG5
Cell_14636	MG1
Cell_14637	MG3
Cell_14639	MG3
Cell_14640	MG1
Cell_14641	MG1
Cell_14642	MG2
Cell_14643	MG1
Cell_14644	MG1
Cell_14645	MG1
Cell_14646	MG3
Cell_14647	MG2
Cell_14648	MG3
Cell_14649	MG2
Cell_14650	MG2
Cell_14651	MG9
Cell_14652	MG5
Cell_14653	MG1
Cell_14654	MG2
Cell_14655	MG1
Cell_14656	MG1
Cell_14657	MG1
Cell_14658	MG1
Cell_14659	MG2
Cell_14660	MG1
Cell_14661	MG2
Cell_14662	MG5
Cell_14663	MG3
Cell_14664	MG3
Cell_14665	MG1
Cell_14666	MG1
Cell_14667	MG1
Cell_14668	MG9
Cell_14669	MG6
Cell_14670	MG4
Cell_14671	MG1
Cell_14672	MG5
Cell_14674	MG9
Cell_14675	MG2
Cell_14676	MG5
Cell_14677	MG6
Cell_14678	MG1
Cell_14679	MG6
Cell_14680	MG1
Cell_14681	MG1
Cell_14682	MG1
Cell_14683	MG4
Cell_14684	MG3
Cell_14685	MG2
Cell_14686	MG2
Cell_14687	MG6
Cell_14688	MG1
Cell_14689	MG1
Cell_14690	MG3
Cell_14691	MG2
Cell_14692	MG1
Cell_14693	MG2
Cell_14694	MG2
Cell_14695	MG6
Cell_14696	MG1
Cell_14697	MG1
Cell_14698	MG5
Cell_14699	MG1
Cell_14700	MG1
Cell_14701	MG1
Cell_14702	MG3
Cell_14703	MG2
Cell_14704	MG1
Cell_14705	MG3
Cell_14706	MG1
Cell_14707	MG1
Cell_14708	MG6
Cell_14709	MG1
Cell_14710	MG1
Cell_14711	MG3
Cell_14712	MG2
Cell_14713	MG1
Cell_14714	MG6
Cell_14715	MG5
Cell_14716	MG1
Cell_14717	MG1
Cell_14718	MG1
Cell_14719	MG5
Cell_14720	MG3
Cell_14721	MG5
Cell_14722	MG1
Cell_14723	MG1
Cell_14724	MG6
Cell_14725	MG2
Cell_14726	MG1
Cell_14727	MG2
Cell_14728	MG6
Cell_14729	MG2
Cell_14730	MG1
Cell_14731	MG1
Cell_14732	MG3
Cell_14733	MG5
Cell_14734	MG1
Cell_14735	MG3
Cell_14736	MG6
Cell_14737	MG1
Cell_14738	MG1
Cell_14739	MG3
Cell_14740	MG2
Cell_14741	MG1
Cell_14742	MG2
Cell_14743	MG5
Cell_14744	MG1
Cell_14745	MG1
Cell_14746	MG3
Cell_14747	MG6
Cell_14748	MG6
Cell_14749	MG1
Cell_14750	MG4
Cell_14751	MG1
Cell_14752	MG1
Cell_14753	MG1
Cell_14754	MG1
Cell_14755	MG1
Cell_14756	MG1
Cell_14757	MG3
Cell_14758	MG3
Cell_14759	MG1
Cell_14760	MG3
Cell_14761	MG3
Cell_14762	MG5
Cell_14763	MG5
Cell_14764	MG2
Cell_14765	MG5
Cell_14766	MG3
Cell_14767	MG1
Cell_14768	MG1
Cell_14769	MG1
Cell_14770	MG1
Cell_14771	MG2
Cell_14772	MG3
Cell_14773	MG1
Cell_14774	MG9
Cell_14775	MG1
Cell_14776	MG4
Cell_14777	MG3
Cell_14778	MG6
Cell_14779	MG1
Cell_14780	MG1
Cell_14781	MG1
Cell_14782	MG3
Cell_14783	MG1
Cell_14784	MG6
Cell_14785	MG2
Cell_14786	MG2
Cell_14787	MG1
Cell_14788	MG2
Cell_14789	MG5
Cell_14790	MG1
Cell_14791	MG3
Cell_14792	MG6
Cell_14793	MG2
Cell_14794	MG1
Cell_14795	MG2
Cell_14796	MG2
Cell_14797	MG3
Cell_14798	MG3
Cell_14799	MG1
Cell_14800	MG1
Cell_14801	MG1
Cell_14802	MG2
Cell_14803	MG2
Cell_14804	MG6
Cell_14805	MG3
Cell_14806	MG5
Cell_14807	MG1
Cell_14808	MG1
Cell_14809	MG1
Cell_14810	MG1
Cell_14811	MG3
Cell_14812	MG3
Cell_14813	MG5
Cell_14814	MG2
Cell_14815	MG1
Cell_14816	MG4
Cell_14817	MG1
Cell_14818	MG1
Cell_14819	MG1
Cell_14820	MG1
Cell_14821	MG1
Cell_14822	MG3
Cell_14823	MG1
Cell_14824	MG3
Cell_14825	MG1
Cell_14826	MG5
Cell_14827	MG1
Cell_14828	MG1
Cell_14829	MG1
Cell_14830	MG2
Cell_14831	MG1
Cell_14832	MG1
Cell_14833	MG1
Cell_14834	MG1
Cell_14835	MG1
Cell_14836	MG2
Cell_14837	MG5
Cell_14838	MG1
Cell_14839	MG2
Cell_14840	MG5
Cell_14841	MG2
Cell_14842	MG6
Cell_14843	MG3
Cell_14844	MG1
Cell_14845	MG3
Cell_14846	MG2
Cell_14847	MG5
Cell_14848	MG5
Cell_14849	MG1
Cell_14850	MG3
Cell_14851	MG3
Cell_14852	MG1
Cell_14853	MG2
Cell_14854	MG1
Cell_14855	MG2
Cell_14856	MG3
Cell_14857	MG3
Cell_14858	MG1
Cell_14859	MG1
Cell_14860	MG5
Cell_14861	MG5
Cell_14862	MG6
Cell_14863	MG2
Cell_14864	MG5
Cell_14865	MG6
Cell_14866	MG6
Cell_14867	MG3
Cell_14868	MG2
Cell_14869	MG6
Cell_14870	MG1
Cell_14871	MG3
Cell_14872	MG1
Cell_14873	MG2
Cell_14874	MG2
Cell_14875	MG2
Cell_14876	MG1
Cell_14877	MG1
Cell_14878	MG1
Cell_14879	MG5
Cell_14880	MG2
Cell_14881	MG5
Cell_14882	MG1
Cell_14883	MG6
Cell_14884	MG6
Cell_14885	MG3
Cell_14886	MG2
Cell_14887	MG5
Cell_14888	MG1
Cell_14889	MG1
Cell_14890	MG1
Cell_14891	MG1
Cell_14892	MG2
Cell_14893	MG9
Cell_14894	MG6
Cell_14895	MG2
Cell_14896	MG1
Cell_14897	MG1
Cell_14898	MG1
Cell_14899	MG6
Cell_14900	MG6
Cell_14901	MG2
Cell_14902	MG1
Cell_14903	MG3
Cell_14904	MG1
Cell_14905	MG3
Cell_14906	MG2
Cell_14907	MG1
Cell_14908	MG1
Cell_14910	MG4
Cell_14911	MG1
Cell_14912	MG1
Cell_14913	MG1
Cell_14914	MG6
Cell_14915	MG3
Cell_14916	MG1
Cell_14917	MG1
Cell_14918	MG2
Cell_14919	MG2
Cell_14920	MG2
Cell_14921	MG1
Cell_14922	MG2
Cell_14923	MG3
Cell_14924	MG3
Cell_14925	MG1
Cell_14926	MG2
Cell_14927	MG1
Cell_14928	MG2
Cell_14929	MG3
Cell_14930	MG1
Cell_14931	MG3
Cell_14932	MG1
Cell_14933	MG1
Cell_14934	MG1
Cell_14935	MG1
Cell_14936	MG3
Cell_14937	MG1
Cell_14938	MG1
Cell_14939	MG2
Cell_14940	MG3
Cell_14941	MG3
Cell_14942	MG1
Cell_14943	MG2
Cell_14944	MG6
Cell_14945	MG1
Cell_14946	MG2
Cell_14947	MG5
Cell_14948	MG6
Cell_14949	MG1
Cell_14950	MG5
Cell_14951	MG3
Cell_14952	MG3
Cell_14953	MG5
Cell_14954	MG3
Cell_14955	MG3
Cell_14956	MG5
Cell_14957	MG1
Cell_14958	MG1
Cell_14959	MG3
Cell_14960	MG3
Cell_14961	MG3
Cell_14962	MG2
Cell_14963	MG2
Cell_14964	MG1
Cell_14965	MG1
Cell_14966	MG4
Cell_14967	MG6
Cell_14968	MG6
Cell_14969	MG5
Cell_14970	MG9
Cell_14971	MG1
Cell_14972	MG5
Cell_14973	MG3
Cell_14974	MG1
Cell_14975	MG3
Cell_14976	MG1
Cell_14977	MG5
Cell_14978	MG1
Cell_14979	MG2
Cell_14980	MG2
Cell_14981	MG1
Cell_14982	MG3
Cell_14983	MG3
Cell_14984	MG1
Cell_14986	MG1
Cell_14988	MG1
Cell_14989	MG3
Cell_14990	MG9
Cell_14991	MG3
Cell_14992	MG3
Cell_14993	MG3
Cell_14994	MG1
Cell_14995	MG1
Cell_14996	MG6
Cell_14997	MG1
Cell_14998	MG3
Cell_14999	MG5
Cell_15000	MG2
Cell_15001	MG3
Cell_15002	MG5
Cell_15003	MG1
Cell_15004	MG1
Cell_15005	MG3
Cell_15006	MG3
Cell_15007	MG5
Cell_15008	MG3
Cell_15009	MG1
Cell_15010	MG3
Cell_15011	MG5
Cell_15012	MG1
Cell_15013	MG1
Cell_15014	MG1
Cell_15015	MG1
Cell_15016	MG1
Cell_15017	MG1
Cell_15018	MG3
Cell_15019	MG5
Cell_15020	MG4
Cell_15021	MG2
Cell_15022	MG1
Cell_15023	MG1
Cell_15024	MG3
Cell_15025	MG2
Cell_15026	MG3
Cell_15027	MG1
Cell_15028	MG2
Cell_15029	MG1
Cell_15030	MG1
Cell_15031	MG3
Cell_15032	MG2
Cell_15033	MG3
Cell_15034	MG3
Cell_15035	MG2
Cell_15036	MG1
Cell_15037	MG2
Cell_15038	MG3
Cell_15039	MG1
Cell_15040	MG1
Cell_15041	MG6
Cell_15042	MG3
Cell_15043	MG1
Cell_15044	MG3
Cell_15045	MG1
Cell_15046	MG1
Cell_15047	MG1
Cell_15048	MG2
Cell_15049	MG1
Cell_15050	MG1
Cell_15051	MG1
Cell_15052	MG5
Cell_15053	MG1
Cell_15054	MG1
Cell_15055	MG1
Cell_15056	MG1
Cell_15057	MG3
Cell_15058	MG6
Cell_15059	MG2
Cell_15060	MG6
Cell_15061	MG3
Cell_15062	MG1
Cell_15063	MG5
Cell_15064	MG1
Cell_15065	MG3
Cell_15066	MG1
Cell_15067	MG3
Cell_15068	MG1
Cell_15069	MG3
Cell_15070	MG4
Cell_15071	MG3
Cell_15072	MG6
Cell_15073	MG2
Cell_15074	MG1
Cell_15075	MG4
Cell_15076	MG1
Cell_15077	MG2
Cell_15078	MG1
Cell_15079	MG9
Cell_15080	MG1
Cell_15081	MG2
Cell_15082	MG1
Cell_15083	MG6
Cell_15084	MG1
Cell_15085	MG1
Cell_15086	MG1
Cell_15087	MG2
Cell_15088	MG1
Cell_15089	MG1
Cell_15090	MG1
Cell_15091	MG6
Cell_15092	MG5
Cell_15093	MG1
Cell_15094	MG1
Cell_15095	MG9
Cell_15096	MG1
Cell_15097	MG1
Cell_15098	MG9
Cell_15099	MG2
Cell_15100	MG1
Cell_15101	MG1
Cell_15102	MG6
Cell_15103	MG3
Cell_15104	MG1
Cell_15105	MG1
Cell_15106	MG3
Cell_15107	MG1
Cell_15108	MG1
Cell_15109	MG6
Cell_15110	MG1
Cell_15111	MG1
Cell_15112	MG1
Cell_15113	MG9
Cell_15114	MG2
Cell_15115	MG2
Cell_15116	MG3
Cell_15117	MG1
Cell_15118	MG1
Cell_15119	MG1
Cell_15120	MG4
Cell_15121	MG1
Cell_15122	MG2
Cell_15123	MG2
Cell_15124	MG2
Cell_15125	MG2
Cell_15126	MG1
Cell_15127	MG1
Cell_15128	MG2
Cell_15129	MG3
Cell_15130	MG1
Cell_15131	MG1
Cell_15132	MG6
Cell_15133	MG2
Cell_15134	MG1
Cell_15135	MG6
Cell_15136	MG1
Cell_15137	MG2
Cell_15138	MG5
Cell_15139	MG2
Cell_15140	MG3
Cell_15141	MG1
Cell_15142	MG1
Cell_15143	MG1
Cell_15144	MG1
Cell_15145	MG3
Cell_15146	MG3
Cell_15147	MG1
Cell_15148	MG1
Cell_15149	MG1
Cell_15150	MG6
Cell_15151	MG2
Cell_15152	MG1
Cell_15153	MG1
Cell_15154	MG1
Cell_15155	MG5
Cell_15156	MG2
Cell_15157	MG1
Cell_15158	MG6
Cell_15159	MG1
Cell_15160	MG3
Cell_15161	MG2
Cell_15162	MG3
Cell_15163	MG3
Cell_15164	MG1
Cell_15165	MG3
Cell_15166	MG1
Cell_15167	MG3
Cell_15168	MG2
Cell_15169	MG1
Cell_15170	MG1
Cell_15171	MG6
Cell_15172	MG1
Cell_15173	MG6
Cell_15174	MG1
Cell_15175	MG2
Cell_15176	MG1
Cell_15178	MG1
Cell_15179	MG1
Cell_15180	MG5
Cell_15181	MG1
Cell_15182	MG1
Cell_15183	MG3
Cell_15184	MG2
Cell_15185	MG1
Cell_15186	MG1
Cell_15187	MG2
Cell_15188	MG4
Cell_15189	MG1
Cell_15190	MG1
Cell_15191	MG2
Cell_15192	MG1
Cell_15193	MG1
Cell_15194	MG2
Cell_15195	MG2
Cell_15196	MG2
Cell_15197	MG2
Cell_15198	MG3
Cell_15199	MG3
Cell_15200	MG3
Cell_15201	MG3
Cell_15202	MG3
Cell_15203	MG1
Cell_15204	MG3
Cell_15205	MG2
Cell_15206	MG6
Cell_15207	MG1
Cell_15208	MG1
Cell_15209	MG5
Cell_15210	MG4
Cell_15211	MG3
Cell_15212	MG1
Cell_15213	MG2
Cell_15214	MG2
Cell_15215	MG1
Cell_15216	MG1
Cell_15217	MG3
Cell_15218	MG3
Cell_15219	MG1
Cell_15220	MG2
Cell_15221	MG1
Cell_15222	MG3
Cell_15223	MG1
Cell_15224	MG5
Cell_15225	MG9
Cell_15226	MG1
Cell_15227	MG3
Cell_15228	MG3
Cell_15229	MG2
Cell_15230	MG6
Cell_15231	MG1
Cell_15232	MG3
Cell_15233	MG1
Cell_15234	MG1
Cell_15235	MG1
Cell_15236	MG3
Cell_15237	MG2
Cell_15238	MG2
Cell_15239	MG1
Cell_15240	MG2
Cell_15241	MG2
Cell_15242	MG1
Cell_15243	MG1
Cell_15244	MG1
Cell_15245	MG6
Cell_15246	MG3
Cell_15247	MG1
Cell_15248	MG6
Cell_15249	MG1
Cell_15250	MG5
Cell_15251	MG1
Cell_15252	MG3
Cell_15253	MG4
Cell_15254	MG6
Cell_15255	MG1
Cell_15256	MG1
Cell_15257	MG2
Cell_15258	MG2
Cell_15259	MG3
Cell_15260	MG1
Cell_15261	MG2
Cell_15262	MG2
Cell_15263	MG3
Cell_15264	MG2
Cell_15265	MG4
Cell_15266	MG4
Cell_15267	MG1
Cell_15268	MG5
Cell_15269	MG6
Cell_15270	MG1
Cell_15271	MG2
Cell_15272	MG6
Cell_15273	MG1
Cell_15274	MG1
Cell_15275	MG1
Cell_15276	MG1
Cell_15277	MG1
Cell_15278	MG1
Cell_15279	MG1
Cell_15280	MG2
Cell_15281	MG1
Cell_15282	MG3
