cell_id	new_cluster_name
Cell_12718	MG2
Cell_12719	MG1
Cell_12720	MG4
Cell_12721	MG1
Cell_12722	MG3
Cell_12723	MG2
Cell_12724	MG1
Cell_12725	MG5
Cell_12726	MG5
Cell_12727	MG1
Cell_12728	MG3
Cell_12729	MG5
Cell_12730	MG1
Cell_12731	MG3
Cell_12732	MG3
Cell_12733	MG3
Cell_12734	MG1
Cell_12735	MG1
Cell_12736	MG1
Cell_12737	MG1
Cell_12738	MG3
Cell_12739	MG2
Cell_12740	MG1
Cell_12741	MG3
Cell_12742	MG2
Cell_12743	MG4
Cell_12744	MG2
Cell_12745	MG3
Cell_12746	MG1
Cell_12747	MG5
Cell_12748	MG2
Cell_12749	MG2
Cell_12750	MG3
Cell_12751	MG2
Cell_12752	MG2
Cell_12753	MG2
Cell_12754	MG2
Cell_12755	MG4
Cell_12756	MG5
Cell_12757	MG1
Cell_12758	MG5
Cell_12759	MG1
Cell_12760	MG1
Cell_12761	MG1
Cell_12762	MG6
Cell_12763	MG1
Cell_12764	MG1
Cell_12765	MG1
Cell_12766	MG5
Cell_12767	MG2
Cell_12768	MG4
Cell_12769	MG2
Cell_12770	MG5
Cell_12771	MG2
Cell_12772	MG1
Cell_12773	MG5
Cell_12774	MG5
Cell_12775	MG1
Cell_12776	MG3
Cell_12777	MG2
Cell_12778	MG1
Cell_12779	MG1
Cell_12780	MG5
Cell_12781	MG2
Cell_12782	MG1
Cell_12783	MG1
Cell_12784	MG5
Cell_12785	MG2
Cell_12786	MG2
Cell_12787	MG3
Cell_12788	MG2
Cell_12789	MG2
Cell_12790	MG1
Cell_12791	MG2
Cell_12792	MG5
Cell_12793	MG5
Cell_12794	MG1
Cell_12795	MG3
Cell_12796	MG2
Cell_12797	MG1
Cell_12798	MG5
Cell_12799	MG3
Cell_12800	MG2
Cell_12801	MG5
Cell_12802	MG1
Cell_12803	MG1
Cell_12804	MG2
Cell_12805	MG1
Cell_12806	MG4
Cell_12807	MG3
Cell_12808	MG2
Cell_12809	MG5
Cell_12810	MG6
Cell_12811	MG1
Cell_12812	MG4
Cell_12813	MG3
Cell_12814	MG1
Cell_12815	MG4
Cell_12816	MG2
Cell_12817	MG5
Cell_12818	MG1
Cell_12819	MG5
Cell_12820	MG1
Cell_12821	MG4
Cell_12822	MG1
Cell_12823	MG2
Cell_12824	MG2
Cell_12825	MG1
Cell_12826	MG2
Cell_12827	MG3
Cell_12828	MG5
Cell_12829	MG4
Cell_12830	MG4
Cell_12831	MG5
Cell_12832	MG4
Cell_12833	MG2
Cell_12834	MG4
Cell_12835	MG2
Cell_12836	MG2
Cell_12837	MG3
Cell_12838	MG4
Cell_12839	MG5
Cell_12840	MG3
Cell_12841	MG2
Cell_12842	MG1
Cell_12843	MG1
Cell_12844	MG5
Cell_12845	MG1
Cell_12846	MG2
Cell_12847	MG3
Cell_12848	MG1
Cell_12849	MG5
Cell_12850	MG2
Cell_12851	MG5
Cell_12853	MG1
Cell_12854	MG1
Cell_12855	MG1
Cell_12856	MG1
Cell_12857	MG4
Cell_12858	MG3
Cell_12859	MG2
Cell_12860	MG2
Cell_12861	MG3
Cell_12862	MG2
Cell_12863	MG3
Cell_12864	MG3
Cell_12865	MG3
Cell_12866	MG2
Cell_12867	MG1
Cell_12868	MG3
Cell_12869	MG1
Cell_12870	MG2
Cell_12871	MG1
Cell_12872	MG1
Cell_12873	MG3
Cell_12874	MG1
Cell_12875	MG4
Cell_12876	MG1
Cell_12877	MG5
Cell_12878	MG6
Cell_12879	MG2
Cell_12880	MG1
Cell_12881	MG2
Cell_12882	MG1
Cell_12883	MG3
Cell_12884	MG2
Cell_12885	MG4
Cell_12886	MG1
Cell_12887	MG5
Cell_12888	MG1
Cell_12889	MG1
Cell_12890	MG4
Cell_12891	MG2
Cell_12892	MG2
Cell_12893	MG2
Cell_12894	MG1
Cell_12895	MG5
Cell_12896	MG2
Cell_12897	MG2
Cell_12898	MG1
Cell_12899	MG3
Cell_12900	MG2
Cell_12902	MG3
Cell_12903	MG5
Cell_12904	MG1
Cell_12905	MG5
Cell_12906	MG1
Cell_12907	MG1
Cell_12908	MG3
Cell_12909	MG1
Cell_12910	MG2
Cell_12911	MG2
Cell_12912	MG1
Cell_12913	MG2
Cell_12914	MG5
Cell_12915	MG2
Cell_12916	MG1
Cell_12917	MG1
Cell_12918	MG4
Cell_12919	MG1
Cell_12920	MG3
Cell_12921	MG1
Cell_12922	MG3
Cell_12923	MG1
Cell_12924	MG5
Cell_12925	MG1
Cell_12926	MG5
Cell_12927	MG1
Cell_12928	MG1
Cell_12929	MG2
Cell_12930	MG1
Cell_12931	MG5
Cell_12932	MG3
Cell_12933	MG1
Cell_12934	MG2
Cell_12935	MG5
Cell_12936	MG5
Cell_12937	MG1
Cell_12938	MG1
Cell_12939	MG2
Cell_12940	MG1
Cell_12941	MG1
Cell_12942	MG1
Cell_12943	MG3
Cell_12944	MG1
Cell_12945	MG3
Cell_12946	MG2
Cell_12947	MG5
Cell_12948	MG5
Cell_12949	MG5
Cell_12950	MG3
Cell_12951	MG6
Cell_12952	MG4
Cell_12953	MG2
Cell_12954	MG3
Cell_12955	MG1
Cell_12956	MG1
Cell_12957	MG1
Cell_12958	MG4
Cell_12959	MG1
Cell_12960	MG2
Cell_12961	MG2
Cell_12962	MG2
Cell_12963	MG1
Cell_12964	MG5
Cell_12965	MG1
Cell_12966	MG4
Cell_12967	MG2
Cell_12968	MG2
Cell_12969	MG2
Cell_12970	MG3
Cell_12971	MG1
Cell_12972	MG3
Cell_12973	MG3
Cell_12974	MG5
Cell_12975	MG2
Cell_12976	MG4
Cell_12977	MG4
Cell_12978	MG1
Cell_12979	MG3
Cell_12980	MG2
Cell_12981	MG1
Cell_12982	MG2
Cell_12983	MG2
Cell_12984	MG2
Cell_12985	MG5
Cell_12986	MG2
Cell_12987	MG1
Cell_12988	MG2
Cell_12989	MG1
Cell_12990	MG1
Cell_12991	MG1
Cell_12992	MG1
Cell_12993	MG1
Cell_12994	MG2
Cell_12995	MG3
Cell_12996	MG1
Cell_12997	MG5
Cell_12998	MG3
Cell_12999	MG1
Cell_13000	MG5
Cell_13001	MG2
Cell_13002	MG1
Cell_13003	MG1
Cell_13004	MG2
Cell_13005	MG1
Cell_13006	MG3
Cell_13007	MG1
Cell_13008	MG3
Cell_13009	MG1
Cell_13010	MG3
Cell_13011	MG2
Cell_13012	MG2
Cell_13013	MG3
Cell_13014	MG3
Cell_13015	MG1
Cell_13016	MG2
Cell_13017	MG2
Cell_13018	MG1
Cell_13019	MG1
Cell_13020	MG1
Cell_13021	MG5
Cell_13022	MG1
Cell_13023	MG5
Cell_13024	MG1
Cell_13025	MG5
Cell_13026	MG6
Cell_13027	MG2
Cell_13028	MG1
Cell_13029	MG3
Cell_13030	MG2
Cell_13031	MG1
Cell_13032	MG1
Cell_13033	MG1
Cell_13034	MG2
Cell_13035	MG1
Cell_13036	MG1
Cell_13037	MG3
Cell_13038	MG3
Cell_13039	MG5
Cell_13040	MG3
Cell_13041	MG4
Cell_13042	MG5
Cell_13043	MG5
Cell_13044	MG2
Cell_13045	MG1
Cell_13046	MG5
Cell_13047	MG3
Cell_13048	MG2
Cell_13049	MG3
Cell_13050	MG2
Cell_13051	MG5
Cell_13052	MG2
Cell_13053	MG2
Cell_13054	MG1
Cell_13055	MG1
Cell_13056	MG1
Cell_13057	MG1
Cell_13058	MG5
Cell_13059	MG3
Cell_13060	MG1
Cell_13061	MG3
Cell_13062	MG1
Cell_13063	MG2
Cell_13064	MG2
Cell_13065	MG2
Cell_13066	MG5
Cell_13067	MG2
Cell_13068	MG1
Cell_13069	MG1
Cell_13070	MG4
Cell_13071	MG1
Cell_13072	MG3
Cell_13073	MG1
Cell_13074	MG5
Cell_13075	MG4
Cell_13076	MG4
Cell_13077	MG3
Cell_13078	MG4
Cell_13079	MG3
Cell_13080	MG2
Cell_13081	MG2
Cell_13082	MG1
Cell_13083	MG3
Cell_13084	MG3
Cell_13085	MG5
Cell_13086	MG3
Cell_13087	MG1
Cell_13088	MG1
Cell_13089	MG2
Cell_13090	MG3
Cell_13091	MG1
Cell_13092	MG1
Cell_13093	MG3
Cell_13094	MG2
Cell_13095	MG1
Cell_13096	MG1
Cell_13097	MG5
Cell_13098	MG3
Cell_13099	MG1
Cell_13100	MG1
Cell_13101	MG2
Cell_13102	MG1
Cell_13103	MG2
Cell_13104	MG5
Cell_13105	MG4
Cell_13106	MG1
Cell_13107	MG2
Cell_13108	MG2
Cell_13109	MG4
Cell_13110	MG2
Cell_13111	MG3
Cell_13112	MG3
Cell_13113	MG3
Cell_13114	MG1
Cell_13115	MG2
Cell_13116	MG2
Cell_13117	MG3
Cell_13118	MG3
Cell_13119	MG4
Cell_13120	MG1
Cell_13121	MG4
Cell_13122	MG1
Cell_13123	MG3
Cell_13124	MG3
Cell_13125	MG4
Cell_13126	MG3
Cell_13127	MG3
Cell_13128	MG1
Cell_13129	MG1
Cell_13130	MG1
Cell_13131	MG3
Cell_13132	MG1
Cell_13133	MG1
Cell_13134	MG2
Cell_13135	MG1
Cell_13136	MG1
Cell_13137	MG2
Cell_13138	MG3
Cell_13139	MG6
Cell_13140	MG1
Cell_13141	MG2
Cell_13143	MG1
Cell_13144	MG1
Cell_13145	MG2
Cell_13146	MG3
Cell_13147	MG1
Cell_13148	MG1
Cell_13149	MG2
Cell_13150	MG1
Cell_13151	MG3
Cell_13152	MG1
Cell_13153	MG1
Cell_13154	MG1
Cell_13155	MG3
Cell_13156	MG3
Cell_13157	MG1
Cell_13158	MG3
Cell_13159	MG1
Cell_13160	MG2
Cell_13161	MG5
Cell_13162	MG1
Cell_13163	MG4
Cell_13164	MG4
Cell_13165	MG1
Cell_13166	MG3
Cell_13167	MG1
Cell_13168	MG1
Cell_13169	MG1
Cell_13170	MG3
Cell_13171	MG2
Cell_13172	MG2
Cell_13173	MG5
Cell_13174	MG1
Cell_13175	MG2
Cell_13176	MG2
Cell_13177	MG1
Cell_13178	MG2
Cell_13179	MG1
Cell_13180	MG5
Cell_13181	MG2
Cell_13182	MG2
Cell_13183	MG5
Cell_13184	MG4
Cell_13186	MG2
Cell_13187	MG3
Cell_13188	MG2
Cell_13189	MG5
Cell_13190	MG2
Cell_13191	MG4
Cell_13192	MG1
Cell_13193	MG2
Cell_13194	MG2
Cell_13195	MG1
Cell_13196	MG4
Cell_13197	MG5
Cell_13198	MG5
Cell_13199	MG5
Cell_13200	MG1
Cell_13201	MG3
Cell_13202	MG5
Cell_13203	MG1
Cell_13204	MG2
Cell_13205	MG1
Cell_13206	MG4
Cell_13207	MG4
Cell_13208	MG2
Cell_13209	MG2
Cell_13210	MG2
Cell_13211	MG2
Cell_13212	MG2
Cell_13213	MG1
Cell_13214	MG4
Cell_13215	MG6
Cell_13216	MG1
Cell_13217	MG2
Cell_13218	MG3
Cell_13219	MG4
Cell_13220	MG3
Cell_13221	MG3
Cell_13222	MG1
Cell_13223	MG2
Cell_13224	MG1
Cell_13225	MG1
Cell_13226	MG1
Cell_13227	MG1
Cell_13228	MG1
Cell_13229	MG2
Cell_13230	MG5
Cell_13231	MG5
Cell_13232	MG2
Cell_13233	MG2
Cell_13234	MG3
Cell_13235	MG1
Cell_13236	MG1
Cell_13237	MG2
Cell_13238	MG1
Cell_13239	MG1
Cell_13240	MG2
Cell_13241	MG1
Cell_13242	MG1
Cell_13243	MG1
Cell_13244	MG1
Cell_13245	MG3
Cell_13246	MG2
Cell_13247	MG1
Cell_13248	MG5
Cell_13249	MG1
Cell_13250	MG1
Cell_13251	MG1
Cell_13252	MG2
Cell_13253	MG1
Cell_13254	MG2
Cell_13255	MG2
Cell_13256	MG2
Cell_13257	MG1
Cell_13258	MG1
Cell_13259	MG2
Cell_13260	MG1
Cell_13261	MG3
Cell_13262	MG1
Cell_13263	MG1
Cell_13264	MG2
Cell_13265	MG3
Cell_13266	MG1
Cell_13267	MG1
Cell_13268	MG2
Cell_13269	MG5
Cell_13270	MG5
Cell_13271	MG3
Cell_13272	MG1
Cell_13273	MG1
Cell_13274	MG1
Cell_13275	MG3
Cell_13276	MG3
Cell_13277	MG4
Cell_13278	MG2
Cell_13279	MG3
Cell_13280	MG1
Cell_13281	MG1
Cell_13282	MG6
Cell_13283	MG1
Cell_13284	MG1
Cell_13285	MG4
Cell_13286	MG3
Cell_13287	MG5
Cell_13288	MG1
Cell_13289	MG5
Cell_13290	MG1
Cell_13291	MG1
Cell_13292	MG2
Cell_13293	MG3
Cell_13294	MG4
Cell_13295	MG1
Cell_13296	MG2
Cell_13297	MG3
Cell_13298	MG2
Cell_13299	MG1
Cell_13300	MG5
Cell_13301	MG2
Cell_13302	MG5
Cell_13303	MG2
Cell_13304	MG4
Cell_13305	MG1
Cell_13306	MG5
Cell_13307	MG5
Cell_13308	MG2
Cell_13309	MG1
Cell_13310	MG1
Cell_13311	MG1
Cell_13312	MG3
Cell_13313	MG3
Cell_13314	MG1
Cell_13315	MG3
Cell_13316	MG2
Cell_13317	MG2
Cell_13318	MG1
Cell_13319	MG1
Cell_13320	MG3
Cell_13321	MG6
Cell_13322	MG2
Cell_13323	MG3
Cell_13324	MG1
Cell_13325	MG1
Cell_13326	MG4
Cell_13327	MG1
Cell_13328	MG1
Cell_13329	MG1
Cell_13330	MG4
Cell_13331	MG4
Cell_13332	MG4
Cell_13333	MG5
Cell_13334	MG5
Cell_13335	MG1
Cell_13336	MG1
Cell_13337	MG2
Cell_13338	MG1
Cell_13339	MG5
Cell_13340	MG5
Cell_13341	MG2
Cell_13342	MG4
Cell_13343	MG1
Cell_13344	MG2
Cell_13345	MG1
Cell_13346	MG1
Cell_13347	MG1
Cell_13348	MG4
Cell_13349	MG1
Cell_13350	MG1
Cell_13351	MG5
Cell_13352	MG2
Cell_13353	MG1
Cell_13354	MG3
Cell_13355	MG1
Cell_13356	MG5
Cell_13357	MG2
Cell_13358	MG1
Cell_13359	MG2
Cell_13360	MG2
Cell_13361	MG5
Cell_13362	MG1
Cell_13363	MG1
Cell_13364	MG5
Cell_13365	MG4
Cell_13366	MG2
Cell_13367	MG6
Cell_13368	MG5
Cell_13369	MG1
Cell_13370	MG3
Cell_13371	MG1
Cell_13372	MG2
Cell_13373	MG3
Cell_13374	MG4
Cell_13375	MG2
Cell_13376	MG1
Cell_13377	MG1
Cell_13378	MG1
Cell_13379	MG3
Cell_13380	MG1
Cell_13381	MG4
Cell_13382	MG1
Cell_13383	MG5
Cell_13384	MG3
Cell_13385	MG1
Cell_13386	MG5
Cell_13387	MG1
Cell_13388	MG2
Cell_13389	MG5
Cell_13390	MG3
Cell_13391	MG4
Cell_13392	MG2
Cell_13393	MG1
Cell_13394	MG1
Cell_13395	MG1
Cell_13396	MG3
Cell_13397	MG4
Cell_13398	MG1
Cell_13399	MG4
Cell_13400	MG1
Cell_13401	MG1
Cell_13402	MG6
Cell_13403	MG3
Cell_13404	MG3
Cell_13405	MG2
Cell_13406	MG1
Cell_13407	MG1
Cell_13409	MG1
Cell_13410	MG2
Cell_13411	MG5
Cell_13412	MG2
Cell_13413	MG1
Cell_13414	MG9
Cell_13415	MG5
Cell_13416	MG2
Cell_13417	MG3
Cell_13418	MG1
Cell_13419	MG1
Cell_13420	MG1
Cell_13421	MG3
Cell_13422	MG1
Cell_13423	MG2
Cell_13424	MG1
Cell_13425	MG4
Cell_13426	MG2
Cell_13427	MG3
Cell_13428	MG1
Cell_13429	MG3
Cell_13430	MG4
Cell_13431	MG2
Cell_13432	MG3
Cell_13433	MG1
Cell_13434	MG3
Cell_13435	MG1
Cell_13436	MG1
Cell_13437	MG1
Cell_13438	MG1
Cell_13439	MG2
Cell_13440	MG3
Cell_13441	MG1
Cell_13442	MG2
Cell_13443	MG2
Cell_13444	MG3
Cell_13445	MG4
Cell_13446	MG1
Cell_13447	MG2
Cell_13448	MG5
Cell_13449	MG2
Cell_13450	MG2
Cell_13451	MG4
Cell_13452	MG2
Cell_13453	MG1
Cell_13454	MG1
Cell_13455	MG1
Cell_13456	MG1
Cell_13457	MG3
Cell_13458	MG1
Cell_13459	MG1
Cell_13460	MG4
Cell_13461	MG3
Cell_13462	MG1
Cell_13463	MG2
Cell_13464	MG3
Cell_13465	MG4
Cell_13466	MG6
Cell_13467	MG2
Cell_13468	MG1
Cell_13469	MG1
Cell_13470	MG1
Cell_13471	MG1
Cell_13472	MG3
Cell_13473	MG3
Cell_13474	MG1
Cell_13475	MG1
Cell_13476	MG1
Cell_13477	MG1
Cell_13478	MG2
Cell_13479	MG1
Cell_13480	MG2
Cell_13481	MG1
Cell_13482	MG1
Cell_13483	MG3
Cell_13484	MG1
Cell_13485	MG3
Cell_13486	MG1
Cell_13487	MG3
Cell_13488	MG6
Cell_13489	MG3
Cell_13490	MG1
Cell_13491	MG2
Cell_13492	MG3
Cell_13493	MG1
Cell_13494	MG2
Cell_13495	MG1
Cell_13496	MG1
Cell_13497	MG3
Cell_13498	MG1
Cell_13499	MG1
Cell_13500	MG2
Cell_13501	MG2
Cell_13502	MG2
Cell_13503	MG1
Cell_13504	MG1
Cell_13505	MG2
Cell_13506	MG1
Cell_13507	MG1
Cell_13508	MG1
Cell_13509	MG1
Cell_13510	MG1
Cell_13511	MG1
Cell_13512	MG3
Cell_13513	MG2
Cell_13514	MG1
Cell_13515	MG3
Cell_13516	MG3
Cell_13517	MG3
Cell_13519	MG1
Cell_13520	MG1
Cell_13521	MG1
Cell_13522	MG3
Cell_13523	MG3
Cell_13524	MG3
Cell_13525	MG1
Cell_13526	MG2
Cell_13527	MG3
Cell_13528	MG2
Cell_13529	MG3
Cell_13530	MG3
Cell_13531	MG2
Cell_13532	MG3
Cell_13533	MG3
Cell_13534	MG4
Cell_13535	MG2
Cell_13536	MG4
Cell_13537	MG9
Cell_13538	MG3
Cell_13539	MG1
Cell_13540	MG1
Cell_13541	MG1
Cell_13542	MG2
Cell_13543	MG1
Cell_13544	MG2
Cell_13545	MG3
Cell_13546	MG1
Cell_13547	MG2
Cell_13548	MG1
Cell_13549	MG5
Cell_13550	MG3
Cell_13551	MG1
Cell_13552	MG1
Cell_13553	MG1
Cell_13554	MG2
Cell_13555	MG4
Cell_13556	MG6
Cell_13557	MG3
Cell_13558	MG2
Cell_13559	MG3
Cell_13560	MG2
Cell_13561	MG1
Cell_13562	MG5
Cell_13563	MG2
Cell_13564	MG2
Cell_13565	MG1
Cell_13566	MG5
Cell_13567	MG2
Cell_13568	MG4
Cell_13569	MG1
Cell_13570	MG1
Cell_13571	MG1
Cell_13572	MG5
Cell_13573	MG1
Cell_13574	MG1
Cell_13575	MG2
Cell_13576	MG3
Cell_13577	MG2
Cell_13578	MG2
Cell_13579	MG1
Cell_13580	MG6
Cell_13581	MG1
Cell_13582	MG1
Cell_13583	MG2
Cell_13585	MG3
Cell_13586	MG3
Cell_13587	MG3
Cell_13588	MG1
Cell_13589	MG2
Cell_13590	MG2
Cell_13591	MG1
Cell_13592	MG4
Cell_13593	MG3
Cell_13594	MG1
Cell_13595	MG3
Cell_13596	MG1
Cell_13597	MG1
Cell_13598	MG3
Cell_13599	MG3
Cell_13600	MG2
Cell_13602	MG1
Cell_13603	MG3
Cell_13604	MG1
Cell_13605	MG3
Cell_13606	MG3
Cell_13607	MG1
Cell_13608	MG3
Cell_13609	MG1
Cell_13610	MG2
Cell_13611	MG1
Cell_13612	MG1
Cell_13613	MG2
Cell_13614	MG4
Cell_13615	MG1
Cell_13616	MG1
Cell_13617	MG6
Cell_13618	MG1
Cell_13619	MG3
Cell_13620	MG4
Cell_13621	MG4
Cell_13622	MG6
Cell_13623	MG2
Cell_13624	MG1
Cell_13625	MG1
Cell_13626	MG1
Cell_13627	MG1
Cell_13628	MG6
Cell_13629	MG1
Cell_13630	MG2
Cell_13631	MG2
Cell_13632	MG4
Cell_13633	MG3
Cell_13634	MG6
Cell_13635	MG1
Cell_13636	MG3
Cell_13637	MG3
Cell_13638	MG1
Cell_13639	MG1
Cell_13640	MG5
Cell_13641	MG1
Cell_13642	MG1
Cell_13643	MG1
Cell_13644	MG1
Cell_13645	MG1
Cell_13646	MG1
Cell_13647	MG1
Cell_13648	MG1
Cell_13649	MG3
Cell_13650	MG3
Cell_13651	MG3
Cell_13652	MG3
Cell_13653	MG2
Cell_13654	MG3
Cell_13655	MG1
Cell_13656	MG1
Cell_13657	MG1
Cell_13658	MG1
Cell_13659	MG3
Cell_13660	MG1
Cell_13661	MG3
Cell_13662	MG1
Cell_13663	MG6
Cell_13664	MG3
Cell_13665	MG3
Cell_13666	MG1
Cell_13667	MG3
Cell_13668	MG1
Cell_13669	MG2
Cell_13670	MG1
Cell_13671	MG1
Cell_13672	MG3
Cell_13673	MG3
Cell_13674	MG3
Cell_13675	MG1
Cell_13676	MG1
Cell_13677	MG1
Cell_13678	MG3
Cell_13679	MG5
Cell_13680	MG3
Cell_13681	MG1
Cell_13682	MG1
Cell_13683	MG1
Cell_13684	MG3
Cell_13685	MG5
Cell_13686	MG4
Cell_13687	MG2
Cell_13688	MG1
Cell_13689	MG1
Cell_13690	MG5
Cell_13692	MG3
Cell_13693	MG2
Cell_13694	MG3
Cell_13695	MG2
Cell_13696	MG1
Cell_13697	MG2
Cell_13698	MG1
Cell_13699	MG6
Cell_13700	MG4
Cell_13701	MG2
Cell_13702	MG1
Cell_13703	MG1
Cell_13704	MG1
Cell_13705	MG1
Cell_13706	MG3
Cell_13707	MG1
Cell_13708	MG1
Cell_13709	MG1
Cell_13710	MG1
Cell_13711	MG5
Cell_13712	MG2
Cell_13713	MG1
Cell_13714	MG1
Cell_13715	MG3
Cell_13716	MG1
Cell_13717	MG2
Cell_13718	MG1
Cell_13719	MG2
Cell_13720	MG1
Cell_13721	MG4
Cell_13722	MG2
Cell_13723	MG6
Cell_13724	MG1
Cell_13725	MG3
Cell_13726	MG3
Cell_13727	MG4
Cell_13728	MG5
Cell_13729	MG3
Cell_13730	MG4
Cell_13731	MG3
Cell_13732	MG2
Cell_13733	MG1
Cell_13734	MG1
Cell_13735	MG1
Cell_13736	MG1
Cell_13737	MG3
Cell_13738	MG6
Cell_13739	MG1
Cell_13741	MG1
Cell_13742	MG3
Cell_13743	MG2
Cell_13744	MG4
Cell_13745	MG1
Cell_13746	MG4
Cell_13747	MG2
Cell_13748	MG3
Cell_13749	MG2
Cell_13750	MG4
Cell_13751	MG1
Cell_13752	MG1
Cell_13753	MG3
Cell_13754	MG2
Cell_13755	MG1
Cell_13756	MG2
Cell_13757	MG1
Cell_13758	MG1
Cell_13759	MG1
Cell_13760	MG6
Cell_13761	MG2
Cell_13762	MG1
Cell_13763	MG3
Cell_13764	MG1
Cell_13765	MG3
Cell_13766	MG4
Cell_13767	MG1
Cell_13768	MG1
Cell_13769	MG3
Cell_13770	MG3
Cell_13771	MG1
Cell_13772	MG3
Cell_13773	MG4
Cell_13774	MG3
Cell_13775	MG4
Cell_13776	MG6
Cell_13777	MG3
Cell_13778	MG3
Cell_13779	MG1
Cell_13780	MG1
Cell_13781	MG1
Cell_13782	MG1
Cell_13783	MG3
Cell_13784	MG6
Cell_13785	MG1
Cell_13786	MG4
Cell_13787	MG4
Cell_13788	MG3
Cell_13789	MG2
Cell_13790	MG4
Cell_13791	MG3
Cell_13792	MG1
Cell_13793	MG3
Cell_13794	MG4
Cell_13795	MG1
Cell_13796	MG1
Cell_13797	MG1
Cell_13798	MG2
Cell_13799	MG4
Cell_13800	MG1
Cell_13801	MG6
Cell_13802	MG3
Cell_13803	MG1
Cell_13804	MG5
Cell_13805	MG1
Cell_13806	MG5
Cell_13807	MG3
Cell_13808	MG3
Cell_13809	MG6
Cell_13810	MG1
Cell_13811	MG1
Cell_13812	MG4
Cell_13813	MG1
Cell_13814	MG6
Cell_13815	MG1
Cell_13816	MG2
Cell_13817	MG1
Cell_13818	MG2
Cell_13819	MG3
Cell_13820	MG2
Cell_13821	MG6
Cell_13822	MG4
Cell_13823	MG2
Cell_13824	MG3
Cell_13825	MG3
Cell_13826	MG2
Cell_13827	MG1
Cell_13828	MG4
Cell_13829	MG5
Cell_13830	MG3
Cell_13831	MG1
Cell_13832	MG1
Cell_13833	MG1
Cell_13835	MG2
Cell_13836	MG4
Cell_13837	MG3
Cell_13838	MG1
Cell_13839	MG5
Cell_13840	MG2
Cell_13841	MG3
Cell_13842	MG1
Cell_13843	MG6
Cell_13844	MG3
Cell_13845	MG2
Cell_13846	MG1
Cell_13847	MG1
Cell_13848	MG2
Cell_13849	MG2
Cell_13850	MG1
Cell_13851	MG1
Cell_13852	MG4
Cell_13853	MG4
Cell_13854	MG1
Cell_13855	MG1
Cell_13856	MG3
Cell_13857	MG6
Cell_13858	MG2
Cell_13859	MG2
Cell_13860	MG3
Cell_13861	MG3
Cell_13862	MG1
Cell_13863	MG3
Cell_13864	MG3
Cell_13865	MG2
Cell_13866	MG1
Cell_13867	MG1
Cell_13868	MG1
Cell_13869	MG1
Cell_13870	MG6
Cell_13871	MG1
Cell_13872	MG1
Cell_13873	MG6
Cell_13874	MG1
Cell_13875	MG1
Cell_13876	MG1
Cell_13877	MG1
Cell_13878	MG2
Cell_13879	MG1
Cell_13880	MG3
Cell_13881	MG2
Cell_13882	MG1
Cell_13883	MG4
Cell_13884	MG3
Cell_13885	MG6
Cell_13886	MG2
Cell_13887	MG2
Cell_13888	MG1
Cell_13889	MG1
Cell_13890	MG1
Cell_13891	MG1
Cell_13892	MG1
Cell_13893	MG4
Cell_13894	MG1
Cell_13895	MG2
Cell_13896	MG1
Cell_13897	MG5
Cell_13898	MG3
Cell_13899	MG1
Cell_13900	MG2
Cell_13901	MG1
Cell_13902	MG3
Cell_13903	MG1
Cell_13904	MG4
Cell_13905	MG1
Cell_13906	MG2
Cell_13907	MG1
Cell_13908	MG1
Cell_13909	MG1
Cell_13910	MG1
Cell_13911	MG1
Cell_13912	MG3
Cell_13913	MG2
Cell_13914	MG3
Cell_13915	MG1
Cell_13916	MG3
Cell_13917	MG2
Cell_13918	MG5
Cell_13919	MG6
Cell_13920	MG4
Cell_13921	MG5
Cell_13922	MG3
Cell_13923	MG1
Cell_13924	MG2
Cell_13925	MG3
Cell_13926	MG3
Cell_13927	MG2
Cell_13928	MG6
Cell_13929	MG4
Cell_13930	MG4
Cell_13931	MG3
Cell_13932	MG4
Cell_13933	MG1
Cell_13934	MG5
Cell_13935	MG1
Cell_13936	MG1
Cell_13937	MG3
Cell_13938	MG3
Cell_13939	MG4
Cell_13940	MG1
Cell_13941	MG6
Cell_13942	MG3
Cell_13943	MG2
Cell_13944	MG1
Cell_13946	MG2
Cell_13947	MG6
Cell_13948	MG2
Cell_13949	MG3
Cell_13950	MG6
Cell_13951	MG4
Cell_13952	MG3
Cell_13953	MG5
Cell_13954	MG1
Cell_13955	MG3
Cell_13956	MG1
Cell_13957	MG1
Cell_13958	MG3
Cell_13959	MG6
Cell_13960	MG2
Cell_13961	MG3
Cell_13962	MG2
Cell_13963	MG5
Cell_13964	MG3
Cell_13965	MG1
Cell_13966	MG4
Cell_13967	MG2
Cell_13968	MG1
Cell_13969	MG6
Cell_13970	MG2
Cell_13971	MG1
Cell_13972	MG2
Cell_13973	MG3
Cell_13974	MG2
Cell_13975	MG4
Cell_13976	MG4
Cell_13977	MG6
Cell_13978	MG1
Cell_13979	MG1
Cell_13980	MG4
Cell_13981	MG3
Cell_13982	MG2
Cell_13983	MG3
Cell_13984	MG4
Cell_13985	MG3
Cell_13986	MG3
Cell_13987	MG3
Cell_13988	MG1
Cell_13989	MG1
Cell_13990	MG6
Cell_13991	MG1
Cell_13992	MG1
Cell_13993	MG1
Cell_13994	MG6
Cell_13995	MG3
Cell_13996	MG3
Cell_13997	MG1
Cell_13998	MG2
Cell_13999	MG2
Cell_14000	MG1
